idx,x,y,z,nx,ny,nz,dx,dy,dz,seg_len,cumulative_len
149,0.407532,0.351363,0.754275,-0.060600,-0.996575,0.056260,0.995935,-0.075932,-0.048449,0.004215,0.677477
150,0.412031,0.350586,0.754210,-0.045508,-0.995209,0.086534,0.996846,-0.067222,-0.042193,0.004566,0.682043
151,0.416808,0.349955,0.754159,-0.047024,-0.992830,0.109893,0.997712,-0.056669,-0.036876,0.004819,0.686862
152,0.421002,0.349501,0.754083,-0.036601,-0.990306,0.133991,0.998498,-0.044048,-0.032584,0.004219,0.691081
153,0.425735,0.349073,0.753709,-0.025369,-0.987163,0.157689,0.999113,-0.029754,-0.029801,0.004767,0.695848
154,0.430667,0.348827,0.753421,-0.008447,-0.982196,0.187667,0.999428,-0.015090,-0.030275,0.004947,0.700795
155,0.435513,0.348558,0.753221,0.004444,-0.974583,0.223982,0.999363,-0.001203,-0.035679,0.004857,0.705652
156,0.440350,0.348514,0.753163,0.027925,-0.965343,0.259488,0.998839,0.010662,-0.046972,0.004838,0.710490
157,0.445075,0.348718,0.753100,0.052982,-0.954581,0.293203,0.997702,0.020032,-0.064719,0.004731,0.715220
158,0.449810,0.349148,0.753185,0.080855,-0.943604,0.321051,0.995563,0.026976,-0.090147,0.004755,0.719976
159,0.454637,0.349681,0.753133,0.096692,-0.932058,0.349169,0.991784,0.031031,-0.124100,0.004856,0.724832
160,0.459294,0.350110,0.753095,0.120489,-0.927007,0.355162,0.985603,0.032241,-0.165976,0.004677,0.729509
161,0.464211,0.350878,0.753307,0.143062,-0.921531,0.360991,0.976089,0.030258,-0.215256,0.004981,0.734489
162,0.468773,0.351816,0.753635,0.168394,-0.913258,0.370950,0.961992,0.024529,-0.271972,0.004670,0.739159
163,0.473607,0.352667,0.753760,0.187375,-0.909539,0.370985,0.941894,0.015566,-0.335550,0.004910,0.744069
164,0.478315,0.353845,0.753500,0.203072,-0.906088,0.371169,0.913836,0.002861,-0.406074,0.004860,0.748929
165,0.482087,0.354828,0.752994,0.216343,-0.902889,0.371466,0.876071,-0.013628,-0.481989,0.003930,0.752859
166,0.485442,0.355549,0.752564,0.233819,-0.901018,0.365370,0.827317,-0.032749,-0.560780,0.003458,0.756318
167,0.488114,0.356148,0.751954,0.248214,-0.899546,0.359453,0.766290,-0.053962,-0.640225,0.002806,0.759123
168,0.489807,0.355441,0.749937,0.261757,-0.899859,0.348908,0.692117,-0.078009,-0.717558,0.002727,0.761850
169,0.491103,0.354417,0.747617,0.275273,-0.899907,0.338221,0.604261,-0.104541,-0.789898,0.002848,0.764698
170,0.491449,0.352252,0.743461,0.289228,-0.901162,0.322884,0.502485,-0.132735,-0.854336,0.004699,0.769397
171,0.491449,0.350927,0.739094,0.292201,-0.908137,0.299842,0.387006,-0.162670,-0.907615,0.004563,0.773960
172,0.491449,0.349256,0.734578,0.301190,-0.916097,0.264671,0.259091,-0.191579,-0.946662,0.004815,0.778775
173,0.493015,0.347794,0.727969,0.298298,-0.926926,0.227656,0.121700,-0.216823,-0.968595,0.006947,0.785723
174,0.495576,0.347640,0.722847,0.315865,-0.930232,0.186809,-0.021898,-0.238724,-0.970841,0.005729,0.791452
175,0.496773,0.347140,0.718032,0.289274,-0.940983,0.175704,-0.167348,-0.255419,-0.952237,0.004986,0.796438
176,0.497679,0.346916,0.713443,0.287075,-0.948292,0.135392,-0.309819,-0.264786,-0.913181,0.004683,0.801121
177,0.497919,0.346760,0.710889,0.273489,-0.956875,0.097951,-0.445243,-0.266987,-0.854679,0.002571,0.803692
178,0.497197,0.346424,0.709102,0.254364,-0.964573,0.069985,-0.569113,-0.262177,-0.779341,0.001956,0.805648
179,0.494944,0.345553,0.706170,0.231154,-0.971780,0.047035,-0.678041,-0.249714,-0.691306,0.003798,0.809446
180,0.492216,0.344512,0.704050,0.206587,-0.978157,0.023023,-0.770089,-0.230670,-0.594772,0.003609,0.813055
181,0.489048,0.343743,0.702558,0.185111,-0.982659,0.010738,-0.844730,-0.205960,-0.493975,0.003585,0.816640
182,0.485232,0.342542,0.702678,0.162617,-0.986689,-0.001075,-0.902551,-0.175611,-0.393144,0.004003,0.820643
183,0.480298,0.342056,0.703106,0.128745,-0.991523,-0.017517,-0.944925,-0.142187,-0.294788,0.004976,0.825619
184,0.475881,0.341103,0.702984,0.100228,-0.994648,-0.025105,-0.973648,-0.107522,-0.201116,0.004521,0.830140
185,0.469070,0.338837,0.705181,0.068672,-0.997107,-0.032587,-0.990761,-0.070910,-0.115609,0.007507,0.837646
186,0.465040,0.339412,0.706666,0.036572,-0.998648,-0.036938,-0.998575,-0.034298,-0.040876,0.004333,0.841980
187,0.459737,0.338536,0.708867,-0.002164,-0.999294,-0.037516,-0.999742,0.000705,0.022700,0.005808,0.847787
188,0.453934,0.338387,0.711278,-0.040841,-0.998423,-0.038521,-0.996608,0.035122,0.074427,0.006285,0.854072
189,0.448749,0.338799,0.712130,-0.075719,-0.996483,-0.035904,-0.990976,0.068680,0.115110,0.005271,0.859343
190,0.442986,0.339520,0.713192,-0.107603,-0.993733,-0.030286,-0.984166,0.100447,0.146037,0.005904,0.865248
191,0.437057,0.340389,0.714559,-0.139123,-0.989967,-0.024681,-0.977103,0.130510,0.168041,0.006146,0.871394
192,0.431819,0.341201,0.715012,-0.155788,-0.987740,-0.009981,-0.970400,0.157996,0.182652,0.005320,0.876714
193,0.426852,0.342324,0.715658,-0.178379,-0.983853,0.014626,-0.964401,0.181958,0.191892,0.005133,0.881847
194,0.421825,0.343631,0.716363,-0.180478,-0.982770,0.039876,-0.959524,0.201783,0.196460,0.005242,0.887089
195,0.416922,0.345516,0.717060,-0.200762,-0.976922,0.072918,-0.956001,0.216983,0.197434,0.005299,0.892388
196,0.412556,0.347267,0.717780,-0.191313,-0.979003,0.070380,-0.953840,0.226843,0.196805,0.004758,0.897146
197,0.408602,0.348985,0.718608,-0.197855,-0.976381,0.086791,-0.952844,0.231677,0.195997,0.004390,0.901537
198,0.405328,0.350769,0.719409,-0.198279,-0.974866,0.101602,-0.953053,0.231815,0.194812,0.003813,0.905350
199,0.402105,0.352522,0.720179,-0.189741,-0.975927,0.107542,-0.954441,0.226978,0.193711,0.003749,0.909099
200,0.398728,0.353778,0.720778,-0.177553,-0.977537,0.113561,-0.956560,0.218409,0.193108,0.003653,0.912752
201,0.395840,0.354738,0.721422,-0.164843,-0.978781,0.121717,-0.959075,0.207177,0.193011,0.003110,0.915862
202,0.392828,0.355514,0.722314,-0.152183,-0.979644,0.130909,-0.961826,0.193583,0.193431,0.003236,0.919098
203,0.389428,0.356331,0.723130,-0.143937,-0.978948,0.144716,-0.964588,0.178981,0.193740,0.003591,0.922689
204,0.385896,0.356689,0.723937,-0.137413,-0.977736,0.158586,-0.967282,0.164528,0.193122,0.003641,0.926329
205,0.382313,0.356966,0.724654,-0.128793,-0.976854,0.170786,-0.969798,0.151229,0.191365,0.003665,0.929995
206,0.378671,0.357316,0.725371,-0.120210,-0.974490,0.189524,-0.972133,0.139825,0.188166,0.003728,0.933722
207,0.374955,0.357597,0.726072,-0.117624,-0.971198,0.207217,-0.974286,0.131003,0.183316,0.003792,0.937515
208,0.371030,0.357541,0.726821,-0.109809,-0.968223,0.224690,-0.976171,0.125425,0.177086,0.003996,0.941511
