Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
jk_se_vi_200_link,0.000111419619225602,-0.000368685485915551,0.00519325476237179,0,0,0,0.113976498368271,5.64946593588005E-05,4.56990160256175E-07,2.15115671353521E-08,5.49156738067512E-05,-2.31604435807102E-07,8.64640542438198E-05,0,0,0,0,0,0,package://JK-SE-VI-200/meshes/jk_se_vi_200_link.STL,1,1,1,1,0,0,0,0,0,0,package://JK-SE-VI-200/meshes/jk_se_vi_200_link.STL,,,坐标系2 <JK-SE-VI-200.stp-1>,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
