qx,qy,qz,qw,fx,fy,fz,tx,ty,tz
-0.39327956323359353,0.9194002601939106,-0.005328010892112261,0.0024411059167219495,-10.038945776917515,-7.200075485868198,4.2998987895785445,0.4000029464654975,-0.599998023756591,-1.411168392265573e-06
-0.39325540768396666,0.9193982487672985,-0.0009148368881961181,-0.00749717042690209,-9.584704796908342,-6.88504305662664,4.164068352848765,0.41932676740009733,-0.5563891083236111,0.09963089179168269
-0.3931447918706892,0.9193071336021783,0.002959079885785114,-0.017401453368289417,-8.884052176315285,-6.725118104073475,3.8015291012759778,0.4859094766787956,-0.5552177988635744,0.09936969595640374
-0.3933820827696245,0.9189407479129537,0.006765947826313197,-0.027434662947178896,-8.649328757124673,-6.763608066312795,3.771306187956045,0.5000183991483261,-0.5000490066701407,0.09938234093097602
-0.3933547445368124,0.9185585185845248,0.010759842085960614,-0.037503582288463934,-8.311013497201806,-6.762423845568151,3.6841367843776824,0.5000587568768577,-0.49899669000687497,0.09945296269835201
-0.3931091999045948,0.9181516441200247,0.014600423311595312,-0.04742934734093352,-7.9959854051270565,-6.793753191586473,3.598989410474715,0.5001227894133503,-0.4999911309720553,0.09942862737504458
-0.39310807082087645,0.9175293019058846,0.01884273670632562,-0.05701733133885598,-7.643319921871562,-6.6740289722675525,3.439249889668381,0.5000655717720098,-0.501058800122062,0.09938101136242916
-0.3924652013460663,0.9172273545011145,0.027833404690405246,-0.06237265002081042,-7.483547935581154,-6.860041023912142,3.4266079537155836,0.5000646074198454,-0.430573125896151,0.1887581741746394
-0.39174453470980514,0.9168534184570802,0.037227450498408386,-0.0673063557025115,-7.463350005050139,-6.986867953456276,3.439694883996373,0.500068468425088,-0.40003591876942474,0.09950812687360543
-0.3910583804150927,0.9163680590790209,0.04680611457645294,-0.07177820731342276,-7.18090348733818,-7.098445533804949,3.307663557635095,0.5000362196192064,-0.40022820957311483,0.19944423299197728
-0.39057646454045764,0.915683184524477,0.05672056836220458,-0.07587560906416427,-6.994366314427725,-7.333946557713579,3.306923625549012,0.5000575211833844,-0.4001678832709942,0.19951974833962008
-0.389534047408979,0.9151749856270112,0.0659809059344541,-0.07977776409406301,-6.966804955800243,-7.383676885240384,3.2811670879218013,0.5000791846991587,-0.38270144043142507,0.10033137812286055
-0.3888418444134672,0.9144146214244545,0.0751749622234816,-0.08364595156373514,-6.74276984473081,-7.567629226119568,3.175639603162989,0.5000649862825246,-0.4008371620272871,0.1995098197623101
-0.3879223304093449,0.9135788079419482,0.08485994991899536,-0.08768589481152311,-6.484793751739271,-7.792259376241258,3.065766646817039,0.5223696405674897,-0.35711416795701273,0.19951421567763264
-0.3871600952980043,0.9125426307707971,0.09447466074553044,-0.09191053319271965,-6.645042263571184,-7.7414361754308025,3.167134061192844,0.49969889993349403,-0.30007819557987037,0.0996123370032674
-0.38597923891896685,0.9115507684778249,0.10409766487203086,-0.09622317693369115,-6.415587605375063,-7.929645909769144,3.037465313932764,0.5563247656680386,-0.30003452102606676,0.1995495957392566
-0.38482505842755094,0.910433292214426,0.11392395158323967,-0.10021091801541986,-6.236956198467188,-8.124819371480383,2.9045407655405024,0.6001227766726464,-0.3000809834416591,0.19948486781461647
-0.3844547239137336,0.9087808973209736,0.12125199955437391,-0.10774877506945105,-5.8399243595005705,-8.175407355902506,2.7184801238213767,0.6001526864402156,-0.30004580452267265,0.19947245374307693
-0.383357877533672,0.907405847107267,0.13028977590468252,-0.11258748004609054,-5.687729585394671,-8.272591251438298,2.6061871203219242,0.6000635061868964,-0.3001191237857944,0.19963038780728093
-0.38223060411704257,0.9060502778234781,0.13950044157087282,-0.11624235946439837,-5.505939034623939,-8.464107027500116,2.554677755129723,0.5993856041038775,-0.277815448374624,0.1995510726038604
-0.38072817588940044,0.9046440418644517,0.14907377595301619,-0.12017580008549084,-5.34034816475638,-8.619189685946761,2.510943325106962,0.6429849253799469,-0.26144345187875523,0.19947719962837854
-0.37961664136529993,0.9029628611497134,0.1583873207637845,-0.12434924046459951,-5.188441099011615,-8.760500340604615,2.454449349040024,0.6903357262008795,-0.22213296427088997,0.1995074095174375
-0.3779381420153707,0.9015973860911485,0.1680254194106407,-0.12669795829237546,-5.197736920954536,-8.889333315109013,2.5669799728549623,0.6584674759374365,-0.20031274771305924,0.1997090517152375
-0.37573992425071345,0.900730184378325,0.17824315669978727,-0.12543532741437652,-5.511730151292485,-9.08272301825146,2.8293246580853144,0.6316928018487721,-0.2002732465378231,0.11323140337605087
-0.37366151614661763,0.8997267300433227,0.18820869615343927,-0.1242834232260403,-5.888746919005191,-9.433650607949552,3.023650109923701,0.6442953319778547,-0.20029356467465798,0.09960909349652979
-0.37156729939361716,0.8985665000769324,0.1981363571770463,-0.12352315946994033,-5.926795789312723,-9.64949729565009,2.982763961913283,0.6668448847315198,-0.1778864524925957,0.09970663837315609
-0.3699810874772686,0.8967680722107597,0.20810315042230265,-0.1249563858186043,-5.830936599286068,-9.847432179443276,2.879311502106594,0.6999674020431259,-0.17719544030050927,0.09949282967216376
-0.36859976732864874,0.8946801082588688,0.2170779034519951,-0.12868138654852507,-5.6768732782080065,-9.92647980149272,2.7714279124346257,0.7009960138142719,-0.09878792871665786,0.09961934094731238
-0.3671231209127877,0.892408516456102,0.22625523071011935,-0.1328014473723258,-5.586240031642053,-10.101107765674122,2.7104949157432667,0.7000465255609931,-0.10008958502004263,0.09958380408854049
-0.3649315197145052,0.8905433428948253,0.23646125515799285,-0.13357999533492212,-5.464829494847135,-10.357044373505943,2.641216061699658,0.6995926793126048,-0.10023881421205252,0.09964951408830669
-0.3626522467097471,0.8886838316437126,0.24644806662581809,-0.1341184021222246,-5.448661162877908,-10.521522617197716,2.4963545585303275,0.7387241643228616,-0.10020009606884368,0.09966187850248587
-0.3609045451619137,0.8862363847708976,0.2563169007552569,-0.13650870293465342,-5.356304510481395,-10.710468378760668,2.405504629037205,0.7610981913686711,-0.100145407312265,0.09953934765984274
-0.35944790398273757,0.8835070284405138,0.2655601419389255,-0.140322293424842,-5.22827912148096,-10.917460163010416,2.2950880863909764,0.8010603082493811,-0.1000858634924857,0.09942796738145081
-0.35777693944214595,0.8808946027733877,0.27439878903469467,-0.1439641100567066,-5.150211936472603,-10.989609107858731,2.2107645737656894,0.8000426899600014,-0.08275928354128612,0.0995909731575977
-0.35631658933182836,0.8778554673818874,0.28386300984299384,-0.14774998544005924,-4.955030298828158,-11.109795364617675,2.0151658638143966,0.8000425852835956,-0.10221248426629895,0.0995236747007304
-0.3546253726660698,0.8747902912294537,0.29325187595196367,-0.15161176960510925,-4.880950511511904,-11.202649576084175,1.9176050102282072,0.8000584060146287,-0.06047289750580629,0.09948935058145046
-0.3528693660435747,0.871690968499064,0.30241850358219985,-0.15550278015608757,-4.7321222486354015,-11.383200743655776,1.851381807381565,0.7999415013056123,-0.022970948123009583,0.0995667315831121
-0.35074852263484796,0.8686460307371004,0.3120049069037992,-0.15837450938236122,-4.614897240800769,-11.449031011452407,1.7528360782020447,0.8652666757876756,-0.019755358932714587,0.09975828646254938
-0.3474167316962043,0.867133596008024,0.3211257055010051,-0.1557537238020407,-4.703182661400181,-11.681905466291878,1.6204048945908818,0.8818839799092918,-0.000498097675599267,0.09979760804580944
-0.34427262214012105,0.8651544396497485,0.33038966069771475,-0.15435941598472047,-4.698325314671407,-11.819977796046699,1.5403059879595271,0.9000295287228391,-0.02259643504154737,0.09966486477811086
-0.34161901608864287,0.8623512661891677,0.34013894616104673,-0.1547651086421599,-4.664933076432157,-12.077198363008948,1.4043131596527367,0.9000412601373676,-0.0003559926704284981,0.09962731916797722
-0.3389582231340676,0.8596443185681178,0.3494508074115467,-0.15492934429206803,-4.622118225727797,-12.186520875449597,1.3111107941286249,0.9245526412182696,-0.034258983206000466,0.09963745419398704
-0.33615700954203803,0.8566242635186484,0.359202050374764,-0.15545810719757516,-4.545509506418988,-12.413555716566734,1.1507181815124214,0.9224675024851314,-0.00014712123524847264,0.09965822601786846
-0.3332611247695306,0.8534570911293603,0.36898861682730794,-0.15619032290839346,-4.53694121133033,-12.490791577190093,0.9723570357329762,0.9209799081291737,-0.000270757948160397,0.09963150708269124
-0.32950624811127566,0.8511302072157817,0.3784411104915944,-0.15422492895229306,-4.569833975651282,-12.656347955087195,0.8633571778675335,0.9788184665378173,-0.0006502060176310331,0.10006481826514455
-0.3251269351855071,0.8493870971249425,0.3875561710018581,-0.15044683304384024,-4.61214361192428,-12.913930467120824,0.7400162967283027,0.9882109227683923,-0.0006593161866500667,0.09983879814113042
-0.32098362698074334,0.847473864001077,0.3965401972749691,-0.14667458195099675,-4.628058694278323,-13.139000874504521,0.6766409717986996,1.000034839005359,-0.0005834668848659881,0.09964928371989033
-0.3184694874604074,0.8438908374160371,0.4059205318373736,-0.14715285221438565,-4.64267887667176,-13.31584831594978,0.4578049840263375,1.0000585111874287,-2.5353141142781784e-05,0.09941354732667933
-0.316943112950083,0.8394686441041451,0.4148911039228814,-0.1506812218065409,-4.472513852328538,-13.475630127440267,0.2838633144796891,1.0121124144394988,-1.3582555090977532e-05,0.09955110734946736
-0.3152728219929387,0.8352312932840404,0.4233942867077658,-0.1540422423067785,-4.437300900072799,-13.444505313256421,0.15563422759927836,1.0007281538179904,-3.197367341377933e-05,0.09954439281859126
-0.31393832309536496,0.8306987105985918,0.43185843152203685,-0.15773609804110572,-4.3615091819252,-13.581636975944285,-0.011110864369555103,1.0586658257264852,1.8902716311801605e-05,0.09946104346591632
-0.31272593868244014,0.8258667258297523,0.44026149885619587,-0.16222346028650453,-4.237731746497894,-13.60015059540265,-0.145914738990811,1.094530217198796,0.00011434684173749334,0.0994275509459726
-0.3119900661882087,0.82086676943965,0.4482560888791105,-0.16705216015482344,-4.117478059162419,-13.729160799903665,-0.3659753279868326,1.100061973345366,0.015315677576397934,0.09933626511890298
-0.313770254562571,0.8160567441324011,0.4526031241140604,-0.17535686399441777,-3.989217604183607,-13.607181476481843,-0.5144601110223593,1.0742786911781335,0.054725231818012685,0.09917406099737033
-0.31583818305561473,0.8112819521112252,0.4563371181228739,-0.1839137594799202,-3.784267215926744,-13.558529543720582,-0.6491864333037072,1.0831387062478168,0.1028436123319242,0.09922337566569922
