idx,x,y,z,nx,ny,nz,seg_len,cumulative_len
315,-0.039667,0.323138,0.550577,0.139335,-0.962475,-0.232870,0.004027,1.222309
316,-0.040359,0.324210,0.547037,0.069500,-0.935665,-0.345978,0.003763,1.226072
317,-0.041455,0.325103,0.544041,0.069500,-0.935665,-0.345978,0.003312,1.229384
318,-0.042895,0.325897,0.541607,0.069500,-0.935665,-0.345978,0.002938,1.232322
319,-0.045116,0.326688,0.539453,0.070119,-0.943991,-0.322434,0.003194,1.235516
320,-0.047901,0.327360,0.537680,-0.160540,-0.914300,-0.371862,0.003369,1.238885
321,-0.051388,0.327831,0.536442,-0.004660,-0.973271,-0.229612,0.003730,1.242615
322,-0.055114,0.328025,0.535968,-0.004660,-0.973271,-0.229612,0.003761,1.246376
323,-0.058668,0.328079,0.535980,-0.027040,-0.972926,-0.229530,0.003555,1.249931
324,-0.062567,0.327968,0.536463,0.025746,-0.959974,-0.278902,0.003930,1.253861
325,-0.066084,0.327785,0.536999,0.067505,-0.958102,-0.278358,0.003562,1.257423
326,-0.068726,0.327364,0.538144,0.067505,-0.958102,-0.278358,0.002910,1.260333
327,-0.070776,0.326736,0.539899,0.067505,-0.958102,-0.278358,0.002771,1.263104
328,-0.072020,0.325829,0.542314,0.029861,-0.950053,-0.310656,0.002864,1.265968
329,-0.072933,0.324692,0.545038,0.029861,-0.950053,-0.310656,0.003090,1.269058
330,-0.073541,0.323390,0.547931,0.029861,-0.950053,-0.310656,0.003230,1.272288
331,-0.073244,0.322013,0.550831,0.027740,-0.882584,-0.469336,0.003224,1.275512
332,-0.072941,0.320386,0.554207,0.050212,-0.825837,-0.561668,0.003760,1.279272
333,-0.072643,0.318634,0.557792,0.021026,-0.885326,-0.464495,0.004000,1.283273
334,-0.072321,0.316833,0.561384,0.021026,-0.885326,-0.464495,0.004032,1.287304
335,-0.071916,0.315137,0.565013,-0.010704,-0.898295,-0.439262,0.004026,1.291331
336,-0.071479,0.313616,0.568728,0.010849,-0.924798,-0.380304,0.004037,1.295368
337,-0.071051,0.312232,0.572647,0.010849,-0.924798,-0.380304,0.004179,1.299546
338,-0.070498,0.311040,0.576713,0.101484,-0.967206,-0.232840,0.004273,1.303820
339,-0.070054,0.309993,0.581017,0.115658,-0.968797,-0.219215,0.004451,1.308271
340,-0.069594,0.309135,0.585373,0.116341,-0.974520,-0.191772,0.004463,1.312734
341,-0.069155,0.308444,0.589802,0.209863,-0.963285,-0.167452,0.004505,1.317239
342,-0.068801,0.307886,0.594145,0.124027,-0.989009,-0.080483,0.004393,1.321632
343,-0.068472,0.307414,0.598500,0.123813,-0.987301,-0.099539,0.004393,1.326025
344,-0.068153,0.307013,0.602860,0.114228,-0.989378,-0.089903,0.004390,1.330414
345,-0.067956,0.306625,0.607191,0.114275,-0.989783,-0.085274,0.004353,1.334767
346,-0.067653,0.306301,0.611421,0.113643,-0.989910,-0.084639,0.004254,1.339021
347,-0.067463,0.305990,0.615758,0.113745,-0.990792,-0.073433,0.004352,1.343372
348,-0.067303,0.305700,0.619954,0.114684,-0.990333,-0.078025,0.004209,1.347581
349,-0.067147,0.305398,0.624139,0.114736,-0.990782,-0.072021,0.004200,1.351781
350,-0.067033,0.305102,0.628396,0.049182,-0.998433,-0.026711,0.004268,1.356049
351,-0.067060,0.304793,0.632497,0.025874,-0.994371,-0.102751,0.004113,1.360162
352,-0.067097,0.304464,0.636749,0.025874,-0.994371,-0.102751,0.004264,1.364427
353,-0.067020,0.304121,0.640867,0.025987,-0.998732,-0.043125,0.004134,1.368560
354,-0.066780,0.303786,0.645157,-0.067291,-0.988463,-0.135693,0.004310,1.372870
355,-0.066455,0.303573,0.649921,-0.067795,-0.995875,-0.060312,0.004780,1.377650
356,-0.066134,0.303529,0.654672,-0.006308,-0.999664,-0.025149,0.004762,1.382411
357,-0.065745,0.303688,0.659413,0.020859,-0.999780,0.002016,0.004760,1.387171
358,-0.065228,0.304038,0.664247,0.046327,-0.982863,0.178419,0.004875,1.392046
359,-0.064712,0.304526,0.668815,0.046327,-0.982863,0.178419,0.004622,1.396668
360,-0.064335,0.305157,0.673494,0.071389,-0.967105,0.244155,0.004737,1.401404
361,-0.064143,0.305867,0.677845,0.069958,-0.971031,0.228485,0.004413,1.405817
362,-0.063878,0.306544,0.681848,0.071092,-0.986767,0.145726,0.004068,1.409886
363,-0.063613,0.307179,0.685883,0.071092,-0.986767,0.145726,0.004094,1.413979
364,-0.063378,0.307718,0.689859,0.059799,-0.994184,0.089570,0.004019,1.417999
365,-0.063139,0.308199,0.693882,0.059799,-0.994184,0.089570,0.004059,1.422057
366,-0.062886,0.308685,0.698025,0.059705,-0.992633,0.105432,0.004178,1.426236
367,-0.062621,0.309154,0.702167,0.065150,-0.991701,0.110834,0.004177,1.430413
368,-0.062195,0.309684,0.706467,0.065087,-0.990735,0.119197,0.004353,1.434766
369,-0.061910,0.310300,0.710737,0.079586,-0.990096,0.115650,0.004324,1.439090
370,-0.061700,0.310977,0.714908,0.079586,-0.990096,0.115650,0.004231,1.443321
371,-0.061510,0.311649,0.719067,0.128171,-0.964108,0.232524,0.004217,1.447538
372,-0.061270,0.312386,0.723247,0.128171,-0.964108,0.232524,0.004251,1.451789
373,-0.061053,0.313190,0.727398,-0.006637,-0.993125,0.116868,0.004234,1.456023
374,-0.060855,0.314100,0.731518,-0.054661,-0.993497,0.099882,0.004224,1.460247
375,-0.060706,0.315038,0.735520,0.096459,-0.965899,0.240282,0.004113,1.464360
376,-0.060559,0.315975,0.739452,0.096459,-0.965899,0.240282,0.004044,1.468405
377,-0.060365,0.317011,0.743361,0.174048,-0.956883,0.232555,0.004048,1.472453
378,-0.060161,0.318210,0.747205,0.145805,-0.954585,0.259822,0.004032,1.476485
379,-0.060008,0.319487,0.751101,0.138232,-0.905007,0.402312,0.004103,1.480588
380,-0.060158,0.320672,0.754728,0.132471,-0.901497,0.412012,0.003818,1.484406
381,-0.060978,0.321593,0.757801,0.116118,-0.925249,0.361151,0.003311,1.487718
382,-0.062414,0.322282,0.760333,0.095707,-0.961274,0.258442,0.002991,1.490709
383,-0.064477,0.322733,0.762378,0.163993,-0.952633,0.256119,0.002940,1.493649
384,-0.067142,0.322863,0.763951,0.146227,-0.952437,0.267361,0.003097,1.496746
385,-0.070291,0.322750,0.765005,0.146227,-0.952437,0.267361,0.003323,1.500069
386,-0.074078,0.322418,0.765333,0.162501,-0.946674,0.278213,0.003815,1.503884
387,-0.078008,0.322074,0.765340,0.162501,-0.946674,0.278213,0.003946,1.507830
388,-0.081630,0.321804,0.765061,-0.015702,-0.979130,0.202629,0.003642,1.511472
389,-0.084792,0.321531,0.764293,-0.015702,-0.979130,0.202629,0.003266,1.514738
390,-0.087432,0.321279,0.762932,-0.015702,-0.979130,0.202629,0.002981,1.517718
391,-0.089530,0.321014,0.760961,-0.141286,-0.969427,0.200621,0.002890,1.520609
392,-0.091212,0.320796,0.758568,-0.142808,-0.979869,0.139508,0.002934,1.523543
393,-0.092291,0.320663,0.755595,-0.142808,-0.979869,0.139508,0.003165,1.526708
394,-0.093009,0.320359,0.751835,-0.092993,-0.977626,0.188677,0.003841,1.530548
395,-0.093422,0.319912,0.747793,-0.093736,-0.985442,-0.141834,0.004087,1.534635
396,-0.093764,0.319456,0.743654,-0.140686,-0.985496,-0.094896,0.004178,1.538814
397,-0.094079,0.318976,0.739509,-0.136632,-0.957096,0.255536,0.004184,1.542998
398,-0.094396,0.318543,0.735364,-0.187874,-0.933993,0.303907,0.004180,1.547178
399,-0.094726,0.318017,0.731036,-0.174802,-0.965963,0.190681,0.004372,1.551550
400,-0.095105,0.317356,0.726734,-0.176833,-0.977188,0.117618,0.004369,1.555919
401,-0.095473,0.316766,0.722648,-0.176833,-0.977188,0.117618,0.004145,1.560064
402,-0.095851,0.316243,0.718529,-0.186801,-0.977650,0.096465,0.004169,1.564233
403,-0.096207,0.315716,0.714415,-0.158233,-0.982630,0.096956,0.004163,1.568395
404,-0.096546,0.315139,0.710355,-0.124177,-0.979243,0.160200,0.004115,1.572510
405,-0.096865,0.314449,0.706378,-0.124177,-0.979243,0.160200,0.004049,1.576559
406,-0.097180,0.313612,0.702473,-0.086651,-0.963122,0.254732,0.004007,1.580566
407,-0.097456,0.312625,0.698679,-0.060602,-0.944932,0.321608,0.003929,1.584496
408,-0.097674,0.311455,0.694908,-0.029983,-0.924448,0.380128,0.003955,1.588450
409,-0.097871,0.310174,0.691198,-0.030078,-0.927392,0.372880,0.003929,1.592380
410,-0.097987,0.308774,0.687218,0.002141,-0.916376,0.400313,0.004221,1.596601
411,-0.098088,0.307395,0.683028,0.039374,-0.934396,0.354052,0.004413,1.601013
412,-0.098234,0.306115,0.678700,0.039374,-0.934396,0.354052,0.004516,1.605529
413,-0.098377,0.305108,0.673863,0.081091,-0.978011,0.192143,0.004942,1.610471
414,-0.098572,0.304372,0.669038,0.082155,-0.990837,0.107202,0.004885,1.615356
415,-0.098699,0.303919,0.664130,0.060292,-0.994518,0.085432,0.004931,1.620286
416,-0.098840,0.303716,0.659251,0.059910,-0.988220,-0.140827,0.004885,1.625171
417,-0.099056,0.303705,0.654765,0.049150,-0.987251,-0.151390,0.004492,1.629663
418,-0.099256,0.303802,0.650391,0.117720,-0.987502,-0.104796,0.004380,1.634043
419,-0.099527,0.303976,0.645851,0.118222,-0.991711,0.050337,0.004551,1.638594
420,-0.099796,0.304117,0.641870,0.131633,-0.990617,0.036740,0.003993,1.642587
421,-0.100112,0.304199,0.637689,0.131706,-0.991167,-0.015522,0.004194,1.646781
422,-0.100549,0.304280,0.633470,0.071684,-0.994524,-0.076042,0.004242,1.651023
423,-0.100983,0.304371,0.629150,0.071892,-0.997408,-0.002933,0.004343,1.655365
424,-0.101468,0.304548,0.624652,0.031341,-0.998559,-0.043571,0.004528,1.659893
425,-0.101981,0.304817,0.620182,0.031225,-0.994856,-0.096366,0.004507,1.664400
426,-0.102388,0.305161,0.615884,0.031225,-0.994856,-0.096366,0.004332,1.668732
427,-0.102792,0.305555,0.611466,0.001576,-0.994215,-0.107396,0.004454,1.673186
428,-0.103117,0.306029,0.607106,0.001576,-0.994215,-0.107396,0.004397,1.677583
429,-0.103442,0.306551,0.602848,0.001571,-0.991122,-0.132946,0.004302,1.681885
430,-0.103760,0.307096,0.598613,0.001571,-0.991122,-0.132946,0.004281,1.686167
431,-0.104030,0.307662,0.594401,0.008022,-0.988520,-0.150875,0.004258,1.690425
432,-0.104288,0.308296,0.590129,0.008022,-0.988520,-0.150875,0.004326,1.694751
433,-0.104550,0.308999,0.585836,0.013808,-0.990610,-0.136016,0.004358,1.699109
434,-0.104799,0.309822,0.581575,0.013808,-0.990610,-0.136016,0.004347,1.703457
435,-0.105066,0.310774,0.577366,0.028126,-0.976989,-0.211426,0.004323,1.707780
436,-0.105348,0.311869,0.573253,0.027369,-0.950718,-0.308845,0.004266,1.712046
437,-0.105655,0.313118,0.569223,0.058587,-0.938117,-0.341327,0.004231,1.716276
438,-0.105980,0.314529,0.565324,0.067614,-0.923787,-0.376890,0.004159,1.720435
439,-0.106344,0.316063,0.561627,0.072806,-0.898172,-0.433574,0.004019,1.724454
440,-0.106722,0.317738,0.557957,0.072806,-0.898172,-0.433574,0.004051,1.728506
441,-0.107030,0.319388,0.554404,0.070637,-0.871408,-0.485447,0.003929,1.732435
442,-0.107328,0.321015,0.550981,0.078886,-0.866500,-0.492905,0.003802,1.736237
443,-0.107609,0.322409,0.548055,0.077678,-0.937308,-0.339735,0.003254,1.739491
444,-0.108798,0.323718,0.545200,-0.006702,-0.910982,-0.412391,0.003358,1.742849
445,-0.110184,0.324871,0.542551,-0.006702,-0.910982,-0.412391,0.003205,1.746054
446,-0.111805,0.325844,0.540140,0.002868,-0.945461,-0.325723,0.003063,1.749117
447,-0.114049,0.326385,0.538538,0.002868,-0.945461,-0.325723,0.002810,1.751927
448,-0.117060,0.326689,0.537414,0.002868,-0.945461,-0.325723,0.003229,1.755156
449,-0.120524,0.326678,0.536829,0.161287,-0.933086,-0.321460,0.003513,1.758669
450,-0.124455,0.326598,0.536361,0.051313,-0.907020,-0.417949,0.003959,1.762628
451,-0.128087,0.326322,0.536349,0.051313,-0.907020,-0.417949,0.003643,1.766270
452,-0.131762,0.325809,0.536817,0.129737,-0.900541,-0.414963,0.003740,1.770011
453,-0.135088,0.325026,0.537863,-0.005170,-0.853344,-0.521323,0.003573,1.773584
454,-0.137658,0.324203,0.539199,0.039221,-0.852699,-0.520929,0.003012,1.776595
455,-0.139425,0.323197,0.541045,0.041706,-0.906734,-0.419636,0.002747,1.779342
456,-0.140696,0.322069,0.543307,0.010456,-0.931891,-0.362587,0.002829,1.782171
457,-0.141414,0.320756,0.545920,0.010440,-0.932098,-0.362056,0.003011,1.785182
458,-0.141418,0.319258,0.549017,-0.059510,-0.909268,-0.411934,0.003441,1.788623
459,-0.141017,0.317667,0.552346,0.023307,-0.877811,-0.478440,0.003711,1.792334
460,-0.140567,0.316044,0.555979,0.023307,-0.877811,-0.478440,0.004004,1.796338
461,-0.140258,0.314445,0.559838,0.142271,-0.840034,-0.523547,0.004189,1.800526
462,-0.139985,0.312999,0.563680,0.123738,-0.881673,-0.455347,0.004115,1.804641
463,-0.139692,0.311678,0.567606,0.166821,-0.949535,-0.265618,0.004152,1.808794
464,-0.139375,0.310507,0.571698,0.021756,-0.991923,-0.124963,0.004268,1.813062
465,-0.139062,0.309485,0.575867,0.021511,-0.980757,-0.194045,0.004303,1.817365
466,-0.138771,0.308618,0.580179,0.005483,-0.983911,-0.178573,0.004408,1.821773
467,-0.138533,0.307898,0.584424,0.029911,-0.989737,-0.139737,0.004312,1.826086
468,-0.138181,0.307245,0.588490,0.029911,-0.989737,-0.139737,0.004134,1.830219
469,-0.137807,0.306575,0.592554,0.058560,-0.988738,-0.137728,0.004136,1.834355
470,-0.137439,0.305890,0.596573,0.058560,-0.988738,-0.137728,0.004094,1.838448
471,-0.137067,0.305176,0.600532,0.058104,-0.981037,-0.184908,0.004040,1.842488
472,-0.136715,0.304408,0.604551,0.068234,-0.972762,-0.221535,0.004107,1.846595
473,-0.136398,0.303578,0.608828,0.051179,-0.971269,-0.232418,0.004368,1.850963
474,-0.136083,0.302788,0.613113,0.065275,-0.970469,-0.232227,0.004368,1.855331
475,-0.135826,0.302261,0.618122,0.052587,-0.979424,-0.194840,0.005044,1.860375
476,-0.135597,0.301937,0.623037,0.053483,-0.996112,-0.070000,0.004931,1.865306
477,-0.135349,0.301838,0.627985,0.053483,-0.996112,-0.070000,0.004956,1.870262
478,-0.135292,0.301932,0.632829,0.030989,-0.972055,0.232699,0.004845,1.875106
479,-0.135213,0.302213,0.637619,0.030989,-0.972055,0.232699,0.004799,1.879905
480,-0.134893,0.302740,0.642086,0.031470,-0.987134,0.156768,0.004510,1.884415
481,-0.134822,0.303311,0.646625,-0.055436,-0.994674,0.086898,0.004575,1.888990
482,-0.134694,0.303786,0.650618,-0.055436,-0.994674,0.086898,0.004023,1.893013
483,-0.134549,0.304251,0.654761,0.095646,-0.993320,-0.064557,0.004172,1.897185
484,-0.134394,0.304725,0.658965,-0.058154,-0.994308,0.089273,0.004233,1.901418
485,-0.133966,0.305201,0.663178,-0.057702,-0.986591,0.152672,0.004262,1.905679
486,-0.133546,0.305754,0.667539,-0.051421,-0.988376,0.143067,0.004416,1.910096
487,-0.133309,0.306406,0.672002,-0.051044,-0.981124,0.186521,0.004516,1.914612
488,-0.132844,0.307218,0.676327,0.037804,-0.994320,0.099495,0.004425,1.919037
489,-0.132398,0.308129,0.680512,0.036961,-0.972136,0.231485,0.004306,1.923343
490,-0.131996,0.309157,0.684695,0.111615,-0.947033,0.301115,0.004326,1.927669
491,-0.131624,0.310274,0.688751,0.112274,-0.952623,0.282675,0.004224,1.931893
492,-0.131391,0.311521,0.692864,0.119317,-0.949800,0.289213,0.004304,1.936197
493,-0.131160,0.312818,0.696766,0.109582,-0.926895,0.358968,0.004118,1.940315
494,-0.131003,0.314120,0.700553,0.102299,-0.936608,0.335112,0.004008,1.944323
495,-0.130754,0.315429,0.704418,0.089272,-0.947872,0.305890,0.004088,1.948412
496,-0.130467,0.316703,0.708212,0.089272,-0.947872,0.305890,0.004013,1.952424
497,-0.130127,0.317976,0.711989,0.033313,-0.927446,0.372471,0.004000,1.956424
498,-0.129695,0.319247,0.716019,-0.098749,-0.962366,0.253179,0.004248,1.960672
499,-0.129231,0.320396,0.720109,-0.106215,-0.929940,0.352038,0.004274,1.964945
500,-0.128835,0.321453,0.724084,-0.107346,-0.939550,0.325151,0.004132,1.969078
501,-0.128420,0.322454,0.728107,-0.140037,-0.981962,0.127041,0.004166,1.973244
502,-0.128063,0.323435,0.732135,-0.152238,-0.980175,0.126810,0.004161,1.977405
503,-0.127450,0.324394,0.736523,-0.081595,-0.963444,0.255182,0.004533,1.981938
504,-0.126850,0.325188,0.740629,-0.081595,-0.963444,0.255182,0.004225,1.986163
505,-0.126444,0.325960,0.744688,-0.082245,-0.971124,0.223951,0.004152,1.990315
506,-0.126319,0.326737,0.748372,-0.082245,-0.971124,0.223951,0.003766,1.994081
507,-0.126707,0.327482,0.751415,-0.230590,-0.941744,0.244839,0.003157,1.997239
508,-0.127610,0.328102,0.753573,-0.151913,-0.974243,0.166653,0.002420,1.999658
509,-0.129128,0.328569,0.754651,-0.158954,-0.972772,0.168668,0.001920,2.001578
510,-0.131649,0.328923,0.754567,-0.158954,-0.972772,0.168668,0.002548,2.004126
511,-0.134909,0.329240,0.753987,-0.158954,-0.972772,0.168668,0.003326,2.007452
512,-0.138668,0.329387,0.752523,-0.123232,-0.972339,0.198420,0.004036,2.011488
513,-0.142779,0.329460,0.750683,-0.097584,-0.965779,0.240307,0.004504,2.015993
514,-0.146926,0.329480,0.748903,-0.065931,-0.966126,0.249506,0.004514,2.020506
515,-0.150827,0.329290,0.746878,-0.065931,-0.966126,0.249506,0.004399,2.024905
516,-0.154221,0.328893,0.744795,-0.081548,-0.949216,0.303873,0.004003,2.028908
517,-0.156934,0.328364,0.742691,-0.081714,-0.968689,0.234443,0.003473,2.032381
518,-0.159010,0.327732,0.740303,0.073459,-0.924086,0.375059,0.003228,2.035608
519,-0.160733,0.326892,0.737327,-0.071128,-0.924242,0.375123,0.003539,2.039147
520,-0.161945,0.325878,0.734012,-0.104436,-0.971592,0.212375,0.003673,2.042820
521,-0.162649,0.324475,0.730085,-0.104436,-0.971592,0.212375,0.004229,2.047049
522,-0.163131,0.322978,0.726333,0.024295,-0.939839,0.340753,0.004068,2.051117
523,-0.163558,0.321405,0.722704,0.056439,-0.950930,0.304216,0.003979,2.055096
524,-0.163999,0.319671,0.718982,0.115887,-0.799578,0.589275,0.004130,2.059226
525,-0.164398,0.317787,0.715433,0.115887,-0.799578,0.589275,0.004037,2.063263
526,-0.164486,0.315780,0.712166,0.094225,-0.812516,0.575273,0.003835,2.067099
527,-0.164410,0.313632,0.708817,0.051506,-0.880941,0.470415,0.003979,2.071078
528,-0.164348,0.311508,0.705468,0.070913,-0.758618,0.647665,0.003966,2.075044
529,-0.164353,0.309514,0.701978,0.176769,-0.842247,0.509287,0.004020,2.079064
530,-0.164370,0.307609,0.698044,0.234830,-0.868673,0.436191,0.004370,2.083434
531,-0.164490,0.305921,0.693852,0.160042,-0.954638,0.251104,0.004522,2.087956
532,-0.164796,0.304551,0.688988,0.132642,-0.953266,0.271458,0.005063,2.093018
533,-0.165223,0.303555,0.684258,0.136793,-0.983095,0.121708,0.004852,2.097870
534,-0.165781,0.302824,0.679694,0.090208,-0.993097,0.074970,0.004656,2.102526
535,-0.166085,0.302408,0.675155,0.008973,-0.990498,-0.137235,0.004568,2.107094
536,-0.166386,0.302105,0.670554,0.008973,-0.990498,-0.137235,0.004620,2.111715
537,-0.166711,0.301963,0.666216,0.008994,-0.992793,0.119503,0.004352,2.116067
538,-0.167070,0.301871,0.661844,0.116078,-0.991317,0.061774,0.004388,2.120455
539,-0.167298,0.301706,0.657929,0.105086,-0.993171,0.050682,0.003925,2.124380
540,-0.167510,0.301474,0.653734,0.105008,-0.992431,0.063666,0.004207,2.128587
541,-0.168065,0.301372,0.649073,0.047005,-0.998880,0.005393,0.004695,2.133282
542,-0.168816,0.301387,0.644555,0.046557,-0.998271,0.035894,0.004580,2.137862
543,-0.169542,0.301512,0.640017,0.046557,-0.998271,0.035894,0.004598,2.142460
544,-0.170049,0.301689,0.635673,-0.129137,-0.986553,-0.100187,0.004376,2.146836
545,-0.170407,0.301867,0.631519,-0.129137,-0.986553,-0.100187,0.004174,2.151010
546,-0.170926,0.302013,0.627491,-0.129039,-0.985808,-0.107389,0.004063,2.155073
547,-0.171585,0.302327,0.622834,0.021929,-0.998797,0.043864,0.004715,2.159788
548,-0.171882,0.302682,0.618461,0.021932,-0.998948,0.040263,0.004397,2.164185
549,-0.172099,0.303140,0.614010,-0.087674,-0.984943,0.148997,0.004480,2.168665
550,-0.172269,0.303712,0.609533,-0.161792,-0.968191,-0.190867,0.004516,2.173181
551,-0.172680,0.304482,0.604868,-0.161588,-0.966970,-0.197124,0.004746,2.177928
552,-0.173095,0.305491,0.600187,-0.120286,-0.956970,-0.264084,0.004806,2.182734
553,-0.173307,0.306751,0.595410,-0.094493,-0.942486,-0.320611,0.004945,2.187679
554,-0.173365,0.308065,0.591344,-0.126207,-0.928589,-0.348991,0.004273,2.191952
555,-0.173427,0.309464,0.587327,-0.125115,-0.920549,-0.370048,0.004254,2.196206
556,-0.173530,0.310922,0.583478,-0.139505,-0.923528,-0.357260,0.004117,2.200324
557,-0.173639,0.312437,0.579779,-0.140067,-0.927243,-0.347278,0.003998,2.204322
558,-0.173656,0.313962,0.576128,-0.188894,-0.900125,-0.392547,0.003956,2.208279
559,-0.173605,0.315509,0.572554,-0.184656,-0.879931,-0.437747,0.003895,2.212174
560,-0.173488,0.317068,0.569013,-0.184656,-0.879931,-0.437747,0.003870,2.216044
561,-0.173318,0.318671,0.565447,-0.244285,-0.889920,-0.385184,0.003913,2.219957
562,-0.173247,0.320344,0.561767,-0.278549,-0.865835,-0.415620,0.004043,2.224001
563,-0.173190,0.321949,0.558163,-0.289431,-0.854242,-0.431856,0.003946,2.227947
564,-0.173218,0.323549,0.554449,-0.295490,-0.872127,-0.389975,0.004044,2.231991
565,-0.173683,0.324974,0.551303,-0.199399,-0.932722,-0.300449,0.003484,2.235475
566,-0.174764,0.326178,0.548864,-0.194683,-0.910661,-0.364411,0.002927,2.238402
567,-0.176449,0.327180,0.547140,-0.155382,-0.931463,-0.328988,0.002611,2.241013
568,-0.178798,0.327949,0.546198,-0.168137,-0.929707,-0.327681,0.002645,2.243658
569,-0.181621,0.328447,0.546156,-0.168137,-0.929707,-0.327681,0.002867,2.246525
570,-0.185064,0.328766,0.546778,-0.138350,-0.933892,-0.329704,0.003514,2.250039
571,-0.188994,0.328787,0.548281,-0.138350,-0.933892,-0.329704,0.004207,2.254246
572,-0.193086,0.328727,0.549956,-0.121339,-0.934174,-0.335553,0.004422,2.258668
573,-0.197148,0.328503,0.551850,-0.091493,-0.935789,-0.340481,0.004487,2.263155
574,-0.200649,0.328020,0.553997,-0.060848,-0.925030,-0.374990,0.004136,2.267291
575,-0.203515,0.327243,0.556478,-0.094350,-0.922613,-0.374010,0.003869,2.271160
576,-0.205731,0.326200,0.559175,-0.095781,-0.936613,-0.337018,0.003644,2.274804
577,-0.207254,0.324875,0.562120,0.027319,-0.896748,-0.441698,0.003570,2.278373
578,-0.208170,0.323367,0.565201,0.026682,-0.875840,-0.481863,0.003551,2.281924
579,-0.208473,0.321630,0.568526,0.038600,-0.866719,-0.497302,0.003764,2.285688
580,-0.208202,0.319780,0.571884,0.021483,-0.842701,-0.537954,0.003843,2.289531
581,-0.207893,0.318021,0.575325,0.022175,-0.869854,-0.492810,0.003877,2.293408
582,-0.207590,0.316390,0.578704,0.022175,-0.869854,-0.492810,0.003764,2.297173
583,-0.207282,0.314811,0.582130,0.028959,-0.952637,-0.302729,0.003784,2.300957
584,-0.207006,0.313307,0.585585,-0.000744,-0.967152,-0.254198,0.003778,2.304735
585,-0.206741,0.311872,0.589429,-0.074283,-0.928804,-0.363049,0.004112,2.308848
586,-0.206528,0.310583,0.593435,-0.024613,-0.913714,-0.405613,0.004213,2.313061
587,-0.206137,0.309498,0.597741,-0.026578,-0.986626,-0.160818,0.004458,2.317519
588,-0.205746,0.308587,0.602086,-0.026578,-0.986626,-0.160818,0.004456,2.321975
589,-0.205286,0.307885,0.606574,-0.064641,-0.989229,-0.131328,0.004566,2.326541
590,-0.204840,0.307380,0.610822,0.095560,-0.995016,0.028483,0.004301,2.330842
591,-0.204384,0.306971,0.615133,0.095544,-0.994847,0.033934,0.004355,2.335197
592,-0.204439,0.306640,0.619319,0.133985,-0.988307,0.072780,0.004199,2.339396
593,-0.204449,0.306317,0.623489,0.130705,-0.964116,-0.231078,0.004182,2.343578
594,-0.204669,0.305956,0.627380,0.130705,-0.964116,-0.231078,0.003913,2.347492
595,-0.204943,0.305460,0.631214,-0.246287,-0.957837,-0.147953,0.003876,2.351368
596,-0.205210,0.304800,0.635337,-0.246287,-0.957837,-0.147953,0.004184,2.355552
597,-0.205556,0.304307,0.640258,-0.245943,-0.948482,-0.199734,0.004957,2.360510
598,-0.206015,0.304087,0.645203,-0.260212,-0.941460,-0.214345,0.004971,2.365481
599,-0.205852,0.304245,0.650218,-0.225709,-0.973909,-0.023600,0.005021,2.370501
600,-0.205553,0.304781,0.655267,-0.210913,-0.910064,0.356790,0.005087,2.375588
601,-0.205128,0.305652,0.660245,-0.371188,-0.892414,0.256549,0.005071,2.380659
602,-0.204548,0.306879,0.665105,-0.356309,-0.838885,0.411480,0.005045,2.385704
603,-0.203933,0.308284,0.669369,-0.333410,-0.826537,0.453513,0.004532,2.390236
604,-0.203251,0.309497,0.673175,-0.315518,-0.782181,0.537254,0.004053,2.394288
605,-0.202443,0.310588,0.677064,-0.315518,-0.782181,0.537254,0.004120,2.398408
606,-0.201721,0.311496,0.680786,-0.230959,-0.971857,-0.046399,0.003898,2.402306
607,-0.201120,0.312265,0.684459,-0.230959,-0.971857,-0.046399,0.003801,2.406107
608,-0.200561,0.312933,0.688254,-0.197323,-0.964234,0.176964,0.003894,2.410000
609,-0.200064,0.313446,0.692230,-0.197323,-0.964234,0.176964,0.004040,2.414040
610,-0.199632,0.313915,0.696469,-0.353342,-0.889325,0.290260,0.004287,2.418327
611,-0.199163,0.314567,0.700530,-0.353342,-0.889325,0.290260,0.004139,2.422466
612,-0.198772,0.315461,0.704512,-0.375762,-0.923889,0.072337,0.004100,2.426566
613,-0.198392,0.316380,0.708273,-0.375762,-0.923889,0.072337,0.003890,2.430456
614,-0.197994,0.317436,0.711915,-0.263653,-0.838705,0.476510,0.003813,2.434270
615,-0.197606,0.318551,0.715297,-0.073068,-0.946818,0.313363,0.003581,2.437851
616,-0.197244,0.319978,0.718700,-0.065989,-0.855092,0.514259,0.003708,2.441559
617,-0.197079,0.321502,0.721711,-0.076349,-0.865871,0.494407,0.003379,2.444938
618,-0.197548,0.322808,0.724074,-0.075433,-0.818028,0.570210,0.002740,2.447678
619,-0.198626,0.323623,0.725422,-0.075433,-0.818028,0.570210,0.001909,2.449588
620,-0.200273,0.324175,0.726176,-0.075433,-0.818028,0.570210,0.001893,2.451481
621,-0.202328,0.324372,0.726270,-0.001795,-0.844239,0.535964,0.002067,2.453547
622,-0.204938,0.324341,0.725840,-0.001795,-0.844239,0.535964,0.002645,2.456193
623,-0.207959,0.323879,0.724504,-0.001795,-0.844239,0.535964,0.003336,2.459528
624,-0.211284,0.323358,0.722769,-0.087833,-0.840977,0.533894,0.003787,2.463315
