idx,x,y,z,nx,ny,nz,seg_len,cumulative_len
625,-0.214506,0.323015,0.721004,-0.170210,-0.878540,0.446314,0.003689,2.467004
626,-0.217608,0.323056,0.719401,-0.298323,-0.861393,0.411102,0.003492,2.470496
627,-0.220439,0.323228,0.717547,-0.342702,-0.905719,0.249456,0.003389,2.473884
628,-0.222988,0.323447,0.715429,-0.342702,-0.905719,0.249456,0.003322,2.477206
629,-0.225054,0.323575,0.712848,-0.480651,-0.858889,0.176872,0.003309,2.480515
630,-0.226835,0.323648,0.709927,-0.323814,-0.940634,0.101746,0.003421,2.483936
631,-0.228238,0.323574,0.706607,-0.378358,-0.911150,0.163251,0.003606,2.487541
632,-0.229267,0.323286,0.702907,-0.378358,-0.911150,0.163251,0.003851,2.491393
633,-0.229933,0.322751,0.698800,-0.380866,-0.908156,0.173764,0.004195,2.495587
634,-0.230441,0.322087,0.694612,-0.382621,-0.907667,0.172459,0.004271,2.499858
635,-0.230969,0.321332,0.690381,-0.379733,-0.900816,0.210557,0.004330,2.504188
636,-0.231639,0.320774,0.686481,-0.329844,-0.930194,0.161068,0.003996,2.508184
637,-0.232287,0.320177,0.682039,-0.320762,-0.904583,0.280787,0.004529,2.512713
638,-0.232970,0.319401,0.677756,-0.348098,-0.930761,-0.111855,0.004406,2.517119
639,-0.233665,0.318508,0.673730,-0.348098,-0.930761,-0.111855,0.004182,2.521301
640,-0.234288,0.317586,0.669783,-0.209456,-0.811179,0.546002,0.004100,2.525402
641,-0.234890,0.316662,0.665834,-0.209456,-0.811179,0.546002,0.004100,2.529501
642,-0.235484,0.315715,0.661819,-0.243988,-0.944915,0.218186,0.004168,2.533670
643,-0.236029,0.314547,0.657472,-0.207623,-0.940685,0.268335,0.004534,2.538204
644,-0.236581,0.313534,0.653689,-0.168167,-0.946906,0.274024,0.003955,2.542159
645,-0.237084,0.312760,0.649752,-0.168167,-0.946906,0.274024,0.004043,2.546202
646,-0.237513,0.312151,0.645626,-0.203817,-0.978609,-0.027970,0.004193,2.550395
647,-0.237924,0.311598,0.641385,-0.203817,-0.978609,-0.027970,0.004297,2.554692
648,-0.238288,0.311200,0.637114,-0.286760,-0.954394,0.083076,0.004305,2.558997
649,-0.238624,0.310974,0.632777,-0.216367,-0.963600,0.157037,0.004356,2.563353
650,-0.238916,0.310923,0.628525,-0.219002,-0.975334,-0.027593,0.004262,2.567614
651,-0.239241,0.310824,0.624355,-0.194692,-0.980862,-0.002198,0.004184,2.571798
652,-0.239569,0.310667,0.620175,-0.194487,-0.979830,-0.045910,0.004196,2.575995
653,-0.239823,0.310597,0.615768,-0.194487,-0.979830,-0.045910,0.004414,2.580409
654,-0.240048,0.310691,0.611467,-0.273863,-0.948964,0.156414,0.004308,2.584717
655,-0.240213,0.310961,0.607150,-0.273863,-0.948964,0.156414,0.004329,2.589046
656,-0.240389,0.311420,0.602894,-0.132602,-0.977810,-0.162189,0.004285,2.593330
657,-0.240577,0.312040,0.598720,-0.132602,-0.977810,-0.162189,0.004224,2.597554
658,-0.240716,0.312866,0.594507,0.049353,-0.959076,-0.278815,0.004295,2.601849
659,-0.240705,0.313949,0.590442,0.094252,-0.841189,-0.532464,0.004206,2.606056
660,-0.240720,0.315258,0.586701,-0.003450,-0.945505,-0.325590,0.003964,2.610019
661,-0.240705,0.316740,0.583052,-0.003450,-0.945505,-0.325590,0.003939,2.613958
662,-0.240709,0.318278,0.579529,-0.221874,-0.853393,-0.471691,0.003845,2.617803
663,-0.240796,0.319654,0.576545,-0.221874,-0.853393,-0.471691,0.003286,2.621089
664,-0.241344,0.320814,0.574452,-0.216168,-0.854661,-0.472044,0.002455,2.623544
665,-0.242300,0.321826,0.573114,-0.281315,-0.856548,-0.432652,0.001931,2.625475
666,-0.243841,0.322744,0.572494,-0.281315,-0.856548,-0.432652,0.001898,2.627373
667,-0.245911,0.323439,0.572765,-0.281315,-0.856548,-0.432652,0.002201,2.629574
668,-0.248358,0.323852,0.573908,-0.309347,-0.908827,-0.279888,0.002732,2.632305
669,-0.251245,0.324136,0.575700,-0.280151,-0.926096,-0.252710,0.003410,2.635715
670,-0.254442,0.324472,0.577908,-0.255985,-0.926169,-0.276917,0.003900,2.639615
671,-0.257886,0.324939,0.580331,-0.321169,-0.907334,-0.271286,0.004237,2.643852
672,-0.261356,0.325384,0.582849,-0.330565,-0.933879,-0.136373,0.004310,2.648162
673,-0.264141,0.325513,0.585865,-0.330565,-0.933879,-0.136373,0.004107,2.652269
674,-0.266401,0.325544,0.588647,-0.270835,-0.952523,-0.139096,0.003585,2.655854
675,-0.268271,0.325515,0.591654,-0.172833,-0.963720,-0.203404,0.003541,2.659395
676,-0.269738,0.325113,0.595489,-0.293468,-0.900099,-0.322022,0.004126,2.663521
677,-0.270879,0.324470,0.599354,-0.308421,-0.945961,-0.100168,0.004081,2.667602
678,-0.271330,0.323663,0.602913,-0.321890,-0.939767,-0.115001,0.003677,2.671279
679,-0.271518,0.322821,0.606829,-0.298985,-0.872896,-0.385566,0.004010,2.675289
680,-0.271849,0.322166,0.610554,-0.298985,-0.872896,-0.385566,0.003796,2.679085
681,-0.272156,0.321543,0.614693,-0.154252,-0.976548,0.150199,0.004197,2.683283
682,-0.272160,0.320840,0.618697,0.081946,-0.992914,-0.086067,0.004064,2.687347
683,-0.272186,0.320440,0.622403,0.082069,-0.994402,-0.066552,0.003728,2.691075
684,-0.272060,0.320171,0.626146,0.082069,-0.994402,-0.066552,0.003755,2.694830
685,-0.271952,0.320041,0.630321,-0.239662,-0.966303,0.093917,0.004178,2.699008
686,-0.271593,0.319954,0.634385,-0.133564,-0.990913,-0.015894,0.004081,2.703089
687,-0.271238,0.319967,0.638467,-0.131524,-0.975782,0.174788,0.004098,2.707186
688,-0.270866,0.319999,0.642773,0.008408,-0.999320,0.035899,0.004322,2.711508
689,-0.270951,0.320127,0.647040,0.008380,-0.995990,0.089076,0.004270,2.715778
690,-0.270932,0.320247,0.651029,0.008380,-0.995990,0.089076,0.003991,2.719769
691,-0.270823,0.320545,0.655292,-0.010748,-0.991914,-0.126452,0.004276,2.724044
692,-0.270474,0.320795,0.659080,0.173176,-0.983152,0.058493,0.003812,2.727856
693,-0.270115,0.321229,0.662880,0.133905,-0.955709,0.262085,0.003841,2.731697
694,-0.269754,0.321806,0.666619,0.049297,-0.994113,0.096486,0.003801,2.735498
695,-0.269361,0.322604,0.670118,-0.045737,-0.936735,0.347039,0.003611,2.739109
696,-0.268781,0.323634,0.673739,-0.045737,-0.936735,0.347039,0.003808,2.742917
697,-0.268253,0.324646,0.676993,-0.040518,-0.938665,0.342441,0.003448,2.746366
698,-0.267613,0.326137,0.681179,-0.063101,-0.946598,0.316180,0.004490,2.750856
699,-0.267247,0.327387,0.684995,-0.063101,-0.946598,0.316180,0.004032,2.754888
700,-0.267211,0.327511,0.685373,-0.063101,-0.946598,0.316180,0.000399,2.755287
